Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8638	8638	8631	8635
Total length (>= 1000 bp)	8638	8638	8631	8635
Total length (>= 5000 bp)	8638	8638	8631	8635
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8638	8638	8631	8635
Total length	8638	8638	8631	8635
Reference length	8668	8668	8668	8668
GC (%)	40.82	40.83	40.81	41.12
Reference GC (%)	40.82	40.82	40.82	40.82
N50	8638	8638	8631	8635
NG50	8638	8638	8631	8635
N75	8638	8638	8631	8635
NG75	8638	8638	8631	8635
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	99.6	99.56	99.6	96.03
Reference mapped (%)	99.57	99.57	99.57	99.57
Properly paired (%)	99.2	99.11	99.2	92.31
Reference properly paired (%)	99.14	99.14	99.14	99.14
Avg. coverage depth	10076	10072	10078	9641
Reference avg. coverage depth	10057	10057	10057	10057
Coverage >= 1x (%)	100.0	100.0	100.0	99.32
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	1
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.919	99.988	97.453
Duplication ratio	1.000	1.001	0.999	1.026
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	11.59	23.16	689.00
# indels per 100 kbp	57.88	57.93	69.47	213.83
Largest alignment	8638	8631	8631	8420
Total aligned length	8638	8631	8631	8420
NA50	8638	8631	8631	8420
NGA50	8638	8631	8631	8420
NA75	8638	8631	8631	8420
NGA75	8638	8631	8631	8420
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
