Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	345547	343760	345176	327271
Mapped (%)	98.73	98.22	98.62	93.51
# properly paired	341094	337520	340352	308560
Properly paired (%)	97.46	96.43	97.24	88.16
# singletons	4453	6240	4824	18711
Singletons (%)	1.27	1.78	1.38	5.35
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10012	9950	10018	9370
Coverage >= 1x (%)	100.0	99.98	100.0	100.0
Coverage >= 5x (%)	100.0	99.98	100.0	100.0
Coverage >= 10x (%)	100.0	99.98	100.0	100.0
# reference mapped	345568	345568	345568	345568
Reference mapped (%)	98.73	98.73	98.73	98.73
# reference properly paired	341136	341136	341136	341136
Reference properly paired (%)	97.47	97.47	97.47	97.47
# reference singletons	4432	4432	4432	4432
Reference singletons (%)	1.27	1.27	1.27	1.27
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10006	10006	10006	10006
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
