Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	16760	16759	16620	16759
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
# mapped	17922	17926	16475	17924
Mapped (%)	106.93	106.96	99.13	106.95
# properly paired	17142	17150	14680	17150
Properly paired (%)	102.28	102.33	88.33	102.33
# singletons	780	776	1795	774
Singletons (%)	4.65	4.63	10.8	4.62
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	513	513	467	513
Coverage >= 1x (%)	99.95	100.0	96.04	100.0
Coverage >= 5x (%)	99.95	100.0	96.04	100.0
Coverage >= 10x (%)	99.95	100.0	96.04	100.0
# reference mapped	17926	17926	17926	17926
Reference mapped (%)	106.96	106.96	106.96	106.96
# reference properly paired	17150	17150	17150	17150
Reference properly paired (%)	102.33	102.33	102.33	102.33
# reference singletons	776	776	776	776
Reference singletons (%)	4.63	4.63	4.63	4.63
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	513	513	513	513
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
