Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8631	8635	8366	8615
Total length (>= 1000 bp)	8631	8635	8366	8615
Total length (>= 5000 bp)	8631	8635	8366	8615
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8631	8635	8366	8615
Total length	8631	8635	8366	8615
Reference length	8658	8658	8658	8658
GC (%)	40.61	40.59	39.87	40.87
Reference GC (%)	40.63	40.63	40.63	40.63
N50	8631	8635	8366	8615
NG50	8631	8635	8366	8615
N75	8631	8635	8366	8615
NG75	8631	8635	8366	8615
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	99.47	99.47	73.29	93.99
Reference mapped (%)	99.45	99.45	99.45	99.45
Properly paired (%)	98.94	98.93	54.24	88.78
Reference properly paired (%)	98.91	98.91	98.91	98.91
Avg. coverage depth	505	505	377	472
Reference avg. coverage depth	505	505	505	505
Coverage >= 1x (%)	99.99	99.99	80.95	99.27
Reference coverage >= 1x (%)	99.99	99.99	99.99	99.99
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	1
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 1 part
Unaligned length	0	0	0	1097
Genome fraction (%)	100.000	99.768	78.181	87.138
Duplication ratio	1.000	1.003	1.240	1.000
# N's per 100 kbp	0.00	0.00	20666.99	0.00
# mismatches per 100 kbp	34.76	301.97	1911.96	2074.47
# indels per 100 kbp	92.70	69.69	59.29	252.66
Largest alignment	8631	8614	6757	7518
Total aligned length	8631	8614	6757	7518
NA50	8631	8614	6757	7518
NGA50	8631	8614	6757	7518
NA75	8631	8614	6757	7518
NGA75	8631	8614	6757	7518
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
