Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	109718	106097	106081	106193
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
# mapped	351312	358784	358742	358784
Mapped (%)	320.2	338.17	338.18	337.86
# properly paired	328614	343558	343480	343558
Properly paired (%)	299.51	323.81	323.79	323.52
# singletons	22698	15226	15262	15226
Singletons (%)	20.69	14.35	14.39	14.34
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10098	10256	10254	10253
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	358719	358719	358719	358719
Reference mapped (%)	337.67	337.67	337.67	337.67
# reference properly paired	343428	343428	343428	343428
Reference properly paired (%)	323.27	323.27	323.27	323.27
# reference singletons	15291	15291	15291	15291
Reference singletons (%)	14.39	14.39	14.39	14.39
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10251	10251	10251	10251
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
