Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	345628	343888	323565	309440
Mapped (%)	98.75	98.25	92.45	88.41
# properly paired	341256	337776	297130	276414
Properly paired (%)	97.5	96.51	84.89	78.98
# singletons	4372	6112	26435	33026
Singletons (%)	1.25	1.75	7.55	9.44
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10032	9971	9337	8859
Coverage >= 1x (%)	100.0	100.0	96.33	99.41
Coverage >= 5x (%)	100.0	100.0	96.33	99.31
Coverage >= 10x (%)	100.0	100.0	96.33	99.3
# reference mapped	345628	345628	345628	345628
Reference mapped (%)	98.75	98.75	98.75	98.75
# reference properly paired	341256	341256	341256	341256
Reference properly paired (%)	97.5	97.5	97.5	97.5
# reference singletons	4372	4372	4372	4372
Reference singletons (%)	1.25	1.25	1.25	1.25
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10028	10028	10028	10028
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
