Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17525	17527	17525	17526
Mapped (%)	99.57	99.59	99.57	99.58
# properly paired	17450	17454	17450	17452
Properly paired (%)	99.15	99.17	99.15	99.16
# singletons	75	73	75	74
Singletons (%)	0.43	0.41	0.43	0.42
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	508	508	508	508
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	17525	17525	17525	17525
Reference mapped (%)	99.57	99.57	99.57	99.57
# reference properly paired	17450	17450	17450	17450
Reference properly paired (%)	99.15	99.15	99.15	99.15
# reference singletons	75	75	75	75
Reference singletons (%)	0.43	0.43	0.43	0.43
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	508	508	508	508
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
