Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348535	348098	333286	335797
Mapped (%)	99.58	99.46	95.22	95.94
# properly paired	347070	346196	316572	323618
Properly paired (%)	99.16	98.91	90.45	92.46
# singletons	1465	1902	16714	12179
Singletons (%)	0.42	0.54	4.78	3.48
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10077	10065	9783	9606
Coverage >= 1x (%)	100.0	99.95	97.84	100.0
Coverage >= 5x (%)	100.0	99.91	97.84	100.0
Coverage >= 10x (%)	100.0	99.91	97.84	99.86
# reference mapped	348527	348527	348527	348527
Reference mapped (%)	99.58	99.58	99.58	99.58
# reference properly paired	347054	347054	347054	347054
Reference properly paired (%)	99.16	99.16	99.16	99.16
# reference singletons	1473	1473	1473	1473
Reference singletons (%)	0.42	0.42	0.42	0.42
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10068	10068	10068	10068
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
