Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17392	17323	17392	15990
Mapped (%)	98.82	98.43	98.82	90.85
# properly paired	17184	17046	17184	14624
Properly paired (%)	97.64	96.85	97.64	83.09
# singletons	208	277	208	1366
Singletons (%)	1.18	1.57	1.18	7.76
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	504	502	504	457
Coverage >= 1x (%)	100.0	100.0	100.0	99.35
Coverage >= 5x (%)	100.0	100.0	100.0	99.23
Coverage >= 10x (%)	100.0	100.0	100.0	99.23
# reference mapped	17392	17392	17392	17392
Reference mapped (%)	98.82	98.82	98.82	98.82
# reference properly paired	17184	17184	17184	17184
Reference properly paired (%)	97.64	97.64	97.64	97.64
# reference singletons	208	208	208	208
Reference singletons (%)	1.18	1.18	1.18	1.18
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	504	504	504	504
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
