Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8685	8638	5431	8624
Total length (>= 1000 bp)	8685	8638	5431	8624
Total length (>= 5000 bp)	8685	8638	5431	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8685	8638	5431	8624
Total length	8685	8638	5431	8624
Reference length	8716	8716	8716	8716
GC (%)	40.68	41.33	40.58	41.35
Reference GC (%)	40.68	40.68	40.68	40.68
N50	8685	8638	5431	8624
NG50	8685	8638	5431	8624
N90	8685	8638	5431	8624
NG90	8685	8638	-	8624
auN	8685.0	8638.0	5431.0	8624.0
auNG	8654.1	8560.7	3384.1	8533.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	105927	219315	226747	317483
# left	189999	189999	189999	189999
# right	189999	189999	189999	189999
Mapped (%)	337.91	91.88	86.77	23.16
Reference mapped (%)	336.68	336.68	336.68	336.68
Properly paired (%)	322.72	66.88	71.96	10.26
Reference properly paired (%)	321.63	321.63	321.63	321.63
Avg. coverage depth	10270	5677	8925	2022
Reference avg. coverage depth	10251	10251	10251	10251
Coverage >= 1x (%)	100.0	65.95	91.81	59.82
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	2	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2851	0	7557
Genome fraction (%)	99.954	66.621	57.398	12.286
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	8212.12	0.00
# mismatches per 100 kbp	0.00	17.28	280.79	1499.53
# indels per 100 kbp	80.63	69.12	80.22	468.60
Largest alignment	8682	5787	4986	858
Total aligned length	8682	5787	4986	1067
NA50	8682	5787	4986	-
NGA50	8682	5787	4986	-
NA90	8682	-	4986	-
NGA90	8682	-	-	-
auNA	8679.0	3877.0	4577.5	90.4
auNGA	8648.1	3842.3	2852.2	89.5
LA50	1	1	1	-
LGA50	1	1	1	-
LA90	1	-	1	-
LGA90	1	-	-	-
