Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	110441	110438	118496	110853
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
# mapped	357730	357725	342551	357732
Mapped (%)	323.91	323.91	289.08	322.71
# properly paired	341874	341868	312016	341878
Properly paired (%)	309.55	309.56	263.31	308.41
# singletons	15856	15857	30535	15854
Singletons (%)	14.36	14.36	25.77	14.3
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10258	10258	9773	10243
Coverage >= 1x (%)	100.0	100.0	98.05	100.0
Coverage >= 5x (%)	100.0	100.0	98.05	100.0
Coverage >= 10x (%)	100.0	100.0	98.05	100.0
# reference mapped	357732	357732	357732	357732
Reference mapped (%)	322.77	322.77	322.77	322.77
# reference properly paired	341878	341878	341878	341878
Reference properly paired (%)	308.47	308.47	308.47	308.47
# reference singletons	15854	15854	15854	15854
Reference singletons (%)	14.3	14.3	14.3	14.3
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10242	10242	10242	10242
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
