Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348338	348339	326614	348339
Mapped (%)	99.53	99.53	93.32	99.53
# properly paired	346676	346678	314202	346678
Properly paired (%)	99.05	99.05	89.77	99.05
# singletons	1662	1661	12412	1661
Singletons (%)	0.47	0.47	3.55	0.47
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10086	10089	9386	10087
Coverage >= 1x (%)	100.0	100.0	96.96	100.0
Coverage >= 5x (%)	100.0	100.0	96.96	100.0
Coverage >= 10x (%)	100.0	100.0	96.96	100.0
# reference mapped	348339	348339	348339	348339
Reference mapped (%)	99.53	99.53	99.53	99.53
# reference properly paired	346678	346678	346678	346678
Reference properly paired (%)	99.05	99.05	99.05	99.05
# reference singletons	1661	1661	1661	1661
Reference singletons (%)	0.47	0.47	0.47	0.47
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10086	10086	10086	10086
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
