Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	15289	15289	15289	15289
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17537	17537	17537	17537
Mapped (%)	114.7	114.7	114.7	114.7
# properly paired	17474	17474	17474	17474
Properly paired (%)	114.29	114.29	114.29	114.29
# singletons	63	63	63	63
Singletons (%)	0.41	0.41	0.41	0.41
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	508	508	508	508
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	17537	17537	17537	17537
Reference mapped (%)	114.7	114.7	114.7	114.7
# reference properly paired	17474	17474	17474	17474
Reference properly paired (%)	114.29	114.29	114.29	114.29
# reference singletons	63	63	63	63
Reference singletons (%)	0.41	0.41	0.41	0.41
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	508	508	508	508
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
