Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	380000	380000	380000	380000
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
# mapped	358888	206542	61871	88265
Mapped (%)	94.44	54.35	16.28	23.23
# properly paired	343790	150990	26946	39766
Properly paired (%)	90.47	39.73	7.09	10.46
# singletons	15098	55552	34925	48499
Singletons (%)	3.97	14.62	9.19	12.76
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10263	5793	4918	2435
Coverage >= 1x (%)	100.0	65.98	59.26	57.41
Coverage >= 5x (%)	100.0	65.61	59.26	56.96
Coverage >= 10x (%)	100.0	65.54	59.26	54.62
# reference mapped	358888	358888	358888	358888
Reference mapped (%)	94.44	94.44	94.44	94.44
# reference properly paired	343790	343790	343790	343790
Reference properly paired (%)	90.47	90.47	90.47	90.47
# reference singletons	15098	15098	15098	15098
Reference singletons (%)	3.97	3.97	3.97	3.97
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10262	10262	10262	10262
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
