Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348607	348518	348607	334430
Mapped (%)	99.6	99.58	99.6	95.55
# properly paired	347214	347036	347214	320502
Properly paired (%)	99.2	99.15	99.2	91.57
# singletons	1393	1482	1393	13928
Singletons (%)	0.4	0.42	0.4	3.98
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10078	10076	10077	9554
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	99.94
Coverage >= 10x (%)	100.0	100.0	100.0	99.87
# reference mapped	348606	348606	348606	348606
Reference mapped (%)	99.6	99.6	99.6	99.6
# reference properly paired	347212	347212	347212	347212
Reference properly paired (%)	99.2	99.2	99.2	99.2
# reference singletons	1394	1394	1394	1394
Reference singletons (%)	0.4	0.4	0.4	0.4
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10061	10061	10061	10061
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
