Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348668	348670	348670	336508
Mapped (%)	99.62	99.62	99.62	96.15
# properly paired	347336	347340	347340	323886
Properly paired (%)	99.24	99.24	99.24	92.54
# singletons	1332	1330	1330	12622
Singletons (%)	0.38	0.38	0.38	3.61
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10080	10080	10080	9647
Coverage >= 1x (%)	100.0	100.0	100.0	99.39
Coverage >= 5x (%)	100.0	100.0	100.0	99.36
Coverage >= 10x (%)	100.0	100.0	100.0	99.33
# reference mapped	348671	348671	348671	348671
Reference mapped (%)	99.62	99.62	99.62	99.62
# reference properly paired	347342	347342	347342	347342
Reference properly paired (%)	99.24	99.24	99.24	99.24
# reference singletons	1329	1329	1329	1329
Reference singletons (%)	0.38	0.38	0.38	0.38
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10077	10077	10077	10077
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
