Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8607	8582	8604	8611
Total length (>= 1000 bp)	8607	8582	8604	8611
Total length (>= 5000 bp)	8607	8582	8604	8611
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8607	8582	8604	8611
Total length	8607	8582	8604	8611
Reference length	8625	8625	8625	8625
GC (%)	40.35	40.24	39.84	40.80
Reference GC (%)	40.24	40.24	40.24	40.24
N50	8607	8582	8604	8611
NG50	8607	8582	8604	8611
N75	8607	8582	8604	8611
NG75	8607	8582	8604	8611
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	98.68	98.19	64.36	86.7
Reference mapped (%)	98.68	98.68	98.68	98.68
Properly paired (%)	97.36	96.38	39.03	76.83
Reference properly paired (%)	97.35	97.35	97.35	97.35
Avg. coverage depth	502	500	317	436
Reference avg. coverage depth	502	502	502	502
Coverage >= 1x (%)	100.0	100.0	78.09	99.48
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	6	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.942	99.325	79.053	97.883
Duplication ratio	1.002	1.005	1.266	1.023
# N's per 100 kbp	0.00	0.00	23361.23	0.00
# mismatches per 100 kbp	174.56	351.29	853.32	3065.59
# indels per 100 kbp	139.65	81.97	88.27	558.46
Largest alignment	8602	8525	6801	8431
Total aligned length	8602	8525	6801	8431
NA50	8602	8525	6801	8431
NGA50	8602	8525	6801	8431
NA75	8602	8525	6801	8431
NGA75	8602	8525	6801	8431
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
