Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	0	17518	17574	16824
Mapped (%)	0.0	99.53	99.85	95.59
# properly paired	0	17436	17548	16144
Properly paired (%)	0.0	99.07	99.7	91.73
# singletons	0	82	26	680
Singletons (%)	0.0	0.47	0.15	3.86
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	0	506	505	482
Coverage >= 1x (%)	0.0	99.92	100.0	99.87
Coverage >= 5x (%)	0.0	99.92	100.0	99.87
Coverage >= 10x (%)	0.0	99.92	100.0	99.87
# reference mapped	17545	17545	17545	17545
Reference mapped (%)	99.69	99.69	99.69	99.69
# reference properly paired	17490	17490	17490	17490
Reference properly paired (%)	99.38	99.38	99.38	99.38
# reference singletons	55	55	55	55
Reference singletons (%)	0.31	0.31	0.31	0.31
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	507	507	507	507
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
