Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	15428	15427	15426	15350
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17501	17469	17501	16880
Mapped (%)	113.44	113.24	113.45	109.97
# properly paired	17402	17338	17402	16266
Properly paired (%)	112.79	112.39	112.81	105.97
# singletons	99	131	99	614
Singletons (%)	0.64	0.85	0.64	4.0
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	506	507	482
Coverage >= 1x (%)	100.0	99.88	100.0	99.88
Coverage >= 5x (%)	100.0	99.88	100.0	99.88
Coverage >= 10x (%)	100.0	99.88	100.0	99.88
# reference mapped	17500	17500	17500	17500
Reference mapped (%)	113.44	113.44	113.44	113.44
# reference properly paired	17400	17400	17400	17400
Reference properly paired (%)	112.79	112.79	112.79	112.79
# reference singletons	100	100	100	100
Reference singletons (%)	0.65	0.65	0.65	0.65
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
