Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17541	17509	16895	16968
Mapped (%)	99.66	99.48	95.99	96.41
# properly paired	17482	17418	16190	16338
Properly paired (%)	99.33	98.97	91.99	92.83
# singletons	59	91	705	630
Singletons (%)	0.34	0.52	4.01	3.58
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	506	490	484
Coverage >= 1x (%)	100.0	99.92	97.94	99.87
Coverage >= 5x (%)	100.0	99.92	97.94	99.87
Coverage >= 10x (%)	100.0	99.92	97.94	99.87
# reference mapped	17541	17541	17541	17541
Reference mapped (%)	99.66	99.66	99.66	99.66
# reference properly paired	17482	17482	17482	17482
Reference properly paired (%)	99.33	99.33	99.33	99.33
# reference singletons	59	59	59	59
Reference singletons (%)	0.34	0.34	0.34	0.34
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
