Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348608	347918	313963	335442
Mapped (%)	99.6	99.41	89.7	95.84
# properly paired	347216	345836	293072	323920
Properly paired (%)	99.2	98.81	83.73	92.55
# singletons	1392	2082	20891	11522
Singletons (%)	0.4	0.59	5.97	3.29
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10077	10063	9053	9612
Coverage >= 1x (%)	100.0	99.99	91.94	100.0
Coverage >= 5x (%)	100.0	99.94	91.94	99.87
Coverage >= 10x (%)	100.0	99.94	91.94	99.87
# reference mapped	348608	348608	348608	348608
Reference mapped (%)	99.6	99.6	99.6	99.6
# reference properly paired	347216	347216	347216	347216
Reference properly paired (%)	99.2	99.2	99.2	99.2
# reference singletons	1392	1392	1392	1392
Reference singletons (%)	0.4	0.4	0.4	0.4
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10071	10071	10071	10071
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
