Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	107082	107074	107067	107305
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
# mapped	358156	358184	358187	358021
Mapped (%)	334.47	334.52	334.54	333.65
# properly paired	342086	342138	342140	341810
Properly paired (%)	319.46	319.53	319.56	318.54
# singletons	16070	16046	16047	16211
Singletons (%)	15.01	14.99	14.99	15.11
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10282	10281	10281	10271
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	358028	358028	358028	358028
Reference mapped (%)	333.33	333.33	333.33	333.33
# reference properly paired	341824	341824	341824	341824
Reference properly paired (%)	318.24	318.24	318.24	318.24
# reference singletons	16204	16204	16204	16204
Reference singletons (%)	15.09	15.09	15.09	15.09
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10267	10267	10267	10267
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
