Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348462	348419	325234	324601
Mapped (%)	99.56	99.55	92.92	92.74
# properly paired	346924	346838	304106	302014
Properly paired (%)	99.12	99.1	86.89	86.29
# singletons	1538	1581	21128	22587
Singletons (%)	0.44	0.45	6.04	6.45
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10064	10063	9354	9271
Coverage >= 1x (%)	100.0	100.0	95.2	99.49
Coverage >= 5x (%)	100.0	100.0	95.2	99.41
Coverage >= 10x (%)	100.0	100.0	95.2	99.27
# reference mapped	348356	348356	348356	348356
Reference mapped (%)	99.53	99.53	99.53	99.53
# reference properly paired	346712	346712	346712	346712
Reference properly paired (%)	99.06	99.06	99.06	99.06
# reference singletons	1644	1644	1644	1644
Reference singletons (%)	0.47	0.47	0.47	0.47
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10049	10049	10049	10049
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
