Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	15539	15539	15462	15437
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17522	17522	17093	16684
Mapped (%)	112.76	112.76	110.55	108.08
# properly paired	17444	17444	16586	15870
Properly paired (%)	112.26	112.26	107.27	102.8
# singletons	78	78	507	814
Singletons (%)	0.5	0.5	3.28	5.27
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	507	493	478
Coverage >= 1x (%)	100.0	100.0	98.92	99.22
Coverage >= 5x (%)	99.97	99.97	98.92	99.19
Coverage >= 10x (%)	99.93	99.93	98.92	99.15
# reference mapped	17522	17522	17522	17522
Reference mapped (%)	112.75	112.75	112.75	112.75
# reference properly paired	17444	17444	17444	17444
Reference properly paired (%)	112.25	112.25	112.25	112.25
# reference singletons	78	78	78	78
Reference singletons (%)	0.5	0.5	0.5	0.5
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	99.97	99.97	99.97	99.97
Reference coverage >= 10x (%)	99.93	99.93	99.93	99.93
