Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17507	17506	8262	16480
Mapped (%)	99.47	99.47	46.94	93.64
# properly paired	17414	17412	3910	15548
Properly paired (%)	98.94	98.93	22.22	88.34
# singletons	93	94	4352	932
Singletons (%)	0.53	0.53	24.73	5.3
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	506	506	282	468
Coverage >= 1x (%)	100.0	100.0	72.33	100.0
Coverage >= 5x (%)	100.0	100.0	72.33	99.87
Coverage >= 10x (%)	100.0	100.0	72.33	99.87
# reference mapped	17507	17507	17507	17507
Reference mapped (%)	99.47	99.47	99.47	99.47
# reference properly paired	17414	17414	17414	17414
Reference properly paired (%)	98.94	98.94	98.94	98.94
# reference singletons	93	93	93	93
Reference singletons (%)	0.53	0.53	0.53	0.53
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	505	505	505	505
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
