Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	15712	15709	15500	15709
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17513	17511	16539	17511
Mapped (%)	111.46	111.47	106.7	111.47
# properly paired	17426	17422	15478	17422
Properly paired (%)	110.91	110.9	99.86	110.9
# singletons	87	89	1061	89
Singletons (%)	0.55	0.57	6.85	0.57
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	507	494	507
Coverage >= 1x (%)	100.0	100.0	98.0	100.0
Coverage >= 5x (%)	100.0	100.0	98.0	100.0
Coverage >= 10x (%)	100.0	100.0	98.0	100.0
# reference mapped	17513	17513	17513	17513
Reference mapped (%)	111.43	111.43	111.43	111.43
# reference properly paired	17426	17426	17426	17426
Reference properly paired (%)	110.88	110.88	110.88	110.88
# reference singletons	87	87	87	87
Reference singletons (%)	0.55	0.55	0.55	0.55
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
