Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17532	17488	17535	16643
Mapped (%)	99.61	99.36	99.63	94.56
# properly paired	17464	17376	17470	15790
Properly paired (%)	99.23	98.73	99.26	89.72
# singletons	68	112	65	853
Singletons (%)	0.39	0.64	0.37	4.85
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	506	505	508	475
Coverage >= 1x (%)	100.0	99.91	100.0	99.24
Coverage >= 5x (%)	99.97	99.87	100.0	99.2
Coverage >= 10x (%)	99.93	99.84	100.0	99.17
# reference mapped	17532	17532	17532	17532
Reference mapped (%)	99.61	99.61	99.61	99.61
# reference properly paired	17464	17464	17464	17464
Reference properly paired (%)	99.23	99.23	99.23	99.23
# reference singletons	68	68	68	68
Reference singletons (%)	0.39	0.39	0.39	0.39
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	99.97	99.97	99.97	99.97
Reference coverage >= 10x (%)	99.93	99.93	99.93	99.93
