Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17514	17514	17514	17513
Mapped (%)	99.51	99.51	99.51	99.51
# properly paired	17428	17428	17428	17426
Properly paired (%)	99.02	99.02	99.02	99.01
# singletons	86	86	86	87
Singletons (%)	0.49	0.49	0.49	0.49
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	17513	17513	17513	17513
Reference mapped (%)	99.51	99.51	99.51	99.51
# reference properly paired	17426	17426	17426	17426
Reference properly paired (%)	99.01	99.01	99.01	99.01
# reference singletons	87	87	87	87
Reference singletons (%)	0.49	0.49	0.49	0.49
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	507	507	507	507
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
