Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	345538	344035	345531	332337
Mapped (%)	98.73	98.3	98.72	94.95
# properly paired	341076	338070	341062	317438
Properly paired (%)	97.45	96.59	97.45	90.7
# singletons	4462	5965	4469	14899
Singletons (%)	1.27	1.7	1.28	4.26
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10022	9968	10021	9523
Coverage >= 1x (%)	100.0	100.0	100.0	99.83
Coverage >= 5x (%)	100.0	100.0	100.0	99.81
Coverage >= 10x (%)	100.0	100.0	100.0	99.72
# reference mapped	345538	345538	345538	345538
Reference mapped (%)	98.73	98.73	98.73	98.73
# reference properly paired	341076	341076	341076	341076
Reference properly paired (%)	97.45	97.45	97.45	97.45
# reference singletons	4462	4462	4462	4462
Reference singletons (%)	1.27	1.27	1.27	1.27
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10016	10016	10016	10016
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
