Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	16546	17080	17174	17831
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
# mapped	17943	10047	10421	4346
Mapped (%)	108.44	58.82	60.68	24.37
# properly paired	17146	7324	8206	1890
Properly paired (%)	103.63	42.88	47.78	10.6
# singletons	797	2723	2215	2456
Singletons (%)	4.82	15.94	12.9	13.77
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	515	283	357	119
Coverage >= 1x (%)	100.0	63.08	75.27	57.26
Coverage >= 5x (%)	100.0	63.02	75.27	54.02
Coverage >= 10x (%)	100.0	63.02	75.27	53.32
# reference mapped	17943	17943	17943	17943
Reference mapped (%)	108.44	108.44	108.44	108.44
# reference properly paired	17146	17146	17146	17146
Reference properly paired (%)	103.63	103.63	103.63	103.63
# reference singletons	797	797	797	797
Reference singletons (%)	4.82	4.82	4.82	4.82
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	514	514	514	514
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
