Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8614	8614	8614	8638
Total length (>= 1000 bp)	8614	8614	8614	8638
Total length (>= 5000 bp)	8614	8614	8614	8638
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8614	8614	8614	8638
Total length	8614	8614	8614	8638
Reference length	8623	8623	8623	8623
GC (%)	40.70	40.83	40.67	41.00
Reference GC (%)	40.72	40.72	40.72	40.72
N50	8614	8614	8614	8638
NG50	8614	8614	8614	8638
N90	8614	8614	8614	8638
NG90	8614	8614	8614	8638
auN	8614.0	8614.0	8614.0	8638.0
auNG	8605.0	8605.0	8605.0	8653.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	84702	85044	84699	90729
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	411.05	408.66	411.07	373.58
Reference mapped (%)	410.61	410.61	410.61	410.61
Properly paired (%)	408.89	405.78	408.91	361.84
Reference properly paired (%)	408.45	408.45	408.45	408.45
Avg. coverage depth	10088	10071	10087	9717
Reference avg. coverage depth	10087	10087	10087	10087
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	98.932	99.942	98.456
Duplication ratio	1.000	1.000	1.000	1.003
# N's per 100 kbp	0.00	0.00	11.61	0.00
# mismatches per 100 kbp	23.22	46.94	441.40	858.32
# indels per 100 kbp	34.83	35.20	34.85	505.58
Largest alignment	8614	8522	8609	8505
Total aligned length	8614	8522	8609	8505
NA50	8614	8522	8609	8505
NGA50	8614	8522	8609	8505
NA90	8614	8522	8609	8505
NGA90	8614	8522	8609	8505
auNA	8614.0	8431.0	8604.0	8374.0
auNGA	8605.0	8422.2	8595.0	8388.6
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
