Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8605	8605	8020	8617
Total length (>= 1000 bp)	8605	8605	8020	8617
Total length (>= 5000 bp)	8605	8605	8020	8617
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8605	8605	8020	8617
Total length	8605	8605	8020	8617
Reference length	8620	8620	8620	8620
GC (%)	40.17	40.08	39.18	40.16
Reference GC (%)	40.18	40.18	40.18	40.18
N50	8605	8605	8020	8617
NG50	8605	8605	8020	8617
N90	8605	8605	8020	8617
NG90	8605	8605	8020	8617
auN	8605.0	8605.0	8020.0	8617.0
auNG	8590.0	8590.0	7461.8	8614.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	94395	94445	114278	94573
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	368.95	368.69	274.49	368.25
Reference mapped (%)	368.21	368.21	368.21	368.21
Properly paired (%)	367.11	366.8	249.0	366.42
Reference properly paired (%)	366.38	366.38	366.38	366.38
Avg. coverage depth	10091	10090	9677	10090
Reference avg. coverage depth	10089	10089	10089	10089
Coverage >= 1x (%)	100.0	100.0	97.37	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	1	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	91.734	100.000
Duplication ratio	1.000	1.000	0.999	1.002
# N's per 100 kbp	0.00	0.00	2643.39	0.00
# mismatches per 100 kbp	0.00	174.32	1179.45	0.00
# indels per 100 kbp	58.11	58.11	76.09	11.60
Largest alignment	8605	8605	7885	8617
Total aligned length	8605	8605	7885	8617
NA50	8605	8605	7885	8617
NGA50	8605	8605	7885	8617
NA90	8605	8605	7885	8617
NGA90	8605	8605	7885	8617
auNA	8605.0	8605.0	7752.3	8617.0
auNGA	8590.0	8590.0	7212.7	8614.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
