Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	15365	15363	15365	15299
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17515	17493	17515	16788
Mapped (%)	113.99	113.86	113.99	109.73
# properly paired	17430	17386	17430	16068
Properly paired (%)	113.44	113.17	113.44	105.03
# singletons	85	107	85	720
Singletons (%)	0.55	0.7	0.55	4.71
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	506	507	480
Coverage >= 1x (%)	100.0	99.93	100.0	99.19
Coverage >= 5x (%)	99.98	99.91	100.0	99.14
Coverage >= 10x (%)	99.94	99.87	99.97	99.11
# reference mapped	17515	17515	17515	17515
Reference mapped (%)	113.98	113.98	113.98	113.98
# reference properly paired	17430	17430	17430	17430
Reference properly paired (%)	113.42	113.42	113.42	113.42
# reference singletons	85	85	85	85
Reference singletons (%)	0.55	0.55	0.55	0.55
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	99.98	99.98	99.98	99.98
Reference coverage >= 10x (%)	99.94	99.94	99.94	99.94
