Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17525	17499	11794	15788
Mapped (%)	99.57	99.43	67.01	89.7
# properly paired	17450	17398	8092	14260
Properly paired (%)	99.15	98.85	45.98	81.02
# singletons	75	101	3702	1528
Singletons (%)	0.43	0.57	21.03	8.68
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	506	505	335	450
Coverage >= 1x (%)	100.0	99.92	74.83	99.32
Coverage >= 5x (%)	100.0	99.92	74.83	99.28
Coverage >= 10x (%)	100.0	99.92	74.83	98.46
# reference mapped	17525	17525	17525	17525
Reference mapped (%)	99.57	99.57	99.57	99.57
# reference properly paired	17450	17450	17450	17450
Reference properly paired (%)	99.15	99.15	99.15	99.15
# reference singletons	75	75	75	75
Reference singletons (%)	0.43	0.43	0.43	0.43
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	506	506	506	506
Reference coverage >= 1x (%)	99.94	99.94	99.94	99.94
Reference coverage >= 5x (%)	99.84	99.84	99.84	99.84
Reference coverage >= 10x (%)	99.84	99.84	99.84	99.84
