Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	98520	98736	116595	112499
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348247	348209	309358	327484
Mapped (%)	353.48	352.67	265.33	291.1
# properly paired	346496	346418	268716	308962
Properly paired (%)	351.7	350.85	230.47	274.64
# singletons	1751	1791	40642	18522
Singletons (%)	1.78	1.81	34.86	16.46
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10063	10055	8875	9361
Coverage >= 1x (%)	100.0	100.0	93.48	99.29
Coverage >= 5x (%)	100.0	100.0	93.48	99.2
Coverage >= 10x (%)	100.0	100.0	93.48	99.2
# reference mapped	348254	348254	348254	348254
Reference mapped (%)	351.92	351.92	351.92	351.92
# reference properly paired	346508	346508	346508	346508
Reference properly paired (%)	350.16	350.16	350.16	350.16
# reference singletons	1746	1746	1746	1746
Reference singletons (%)	1.76	1.76	1.76	1.76
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10059	10059	10059	10059
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
