Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8629	8627	8629	8639
Total length (>= 1000 bp)	8629	8627	8629	8639
Total length (>= 5000 bp)	8629	8627	8629	8639
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8629	8627	8629	8639
Total length	8629	8627	8629	8639
Reference length	8638	8638	8638	8638
GC (%)	40.75	40.87	40.75	41.10
Reference GC (%)	40.75	40.75	40.75	40.75
N50	8629	8627	8629	8639
NG50	8629	8627	8629	8639
N75	8629	8627	8629	8639
NG75	8629	8627	8629	8639
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	99.59	99.42	99.59	96.4
Reference mapped (%)	99.59	99.59	99.59	99.59
Properly paired (%)	99.17	98.84	99.17	93.14
Reference properly paired (%)	99.17	99.17	99.17	99.17
Avg. coverage depth	507	506	507	485
Reference avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	100.0	99.92	100.0	99.87
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	98.760	100.000	98.644
Duplication ratio	1.000	1.012	1.000	1.015
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	0.00	0.00	1409.77
# indels per 100 kbp	34.77	35.20	34.77	493.42
Largest alignment	8629	8522	8629	8536
Total aligned length	8629	8522	8629	8536
NA50	8629	8522	8629	8536
NGA50	8629	8522	8629	8536
NA75	8629	8522	8629	8536
NGA75	8629	8522	8629	8536
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
