Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8726	8720	8720	8720
Total length (>= 1000 bp)	8726	8720	8720	8720
Total length (>= 5000 bp)	8726	8720	8720	8720
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8726	8720	8720	8720
Total length	8726	8720	8720	8720
Reference length	8729	8729	8729	8729
GC (%)	40.76	40.77	40.77	40.77
Reference GC (%)	40.77	40.77	40.77	40.77
N50	8726	8720	8720	8720
NG50	8726	8720	8720	8720
N90	8726	8720	8720	8720
NG90	8726	8720	8720	8720
auN	8726.0	8720.0	8720.0	8720.0
auNG	8723.0	8711.0	8711.0	8711.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	98645	98722	98722	98722
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	364.2	363.8	363.8	363.8
Reference mapped (%)	363.64	363.64	363.64	363.64
Properly paired (%)	349.11	348.6	348.6	348.6
Reference properly paired (%)	348.45	348.45	348.45	348.45
Avg. coverage depth	10267	10271	10271	10271
Reference avg. coverage depth	10268	10268	10268	10268
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	100.000
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	0.00	0.00	0.00
# indels per 100 kbp	45.88	34.40	34.40	34.40
Largest alignment	8719	8720	8720	8720
Total aligned length	8719	8720	8720	8720
NA50	8719	8720	8720	8720
NGA50	8719	8720	8720	8720
NA90	8719	8720	8720	8720
NGA90	8719	8720	8720	8720
auNA	8712.0	8720.0	8720.0	8720.0
auNGA	8709.0	8711.0	8711.0	8711.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
