Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
# mapped	17527	17498	17527	16967
Mapped (%)	99.59	99.42	99.59	96.4
# properly paired	17454	17396	17454	16392
Properly paired (%)	99.17	98.84	99.17	93.14
# singletons	73	102	73	575
Singletons (%)	0.41	0.58	0.41	3.27
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	507	506	507	485
Coverage >= 1x (%)	100.0	99.92	100.0	99.87
Coverage >= 5x (%)	100.0	99.92	100.0	99.87
Coverage >= 10x (%)	100.0	99.92	100.0	99.87
# reference mapped	17527	17527	17527	17527
Reference mapped (%)	99.59	99.59	99.59	99.59
# reference properly paired	17454	17454	17454	17454
Reference properly paired (%)	99.17	99.17	99.17	99.17
# reference singletons	73	73	73	73
Reference singletons (%)	0.41	0.41	0.41	0.41
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	507	507	507	507
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
