Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	83976	83976	83976	83996
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348442	348442	348442	348442
Mapped (%)	414.93	414.93	414.93	414.83
# properly paired	346884	346884	346884	346884
Properly paired (%)	413.08	413.08	413.08	412.98
# singletons	1558	1558	1558	1558
Singletons (%)	1.86	1.86	1.86	1.85
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10104	10104	10104	10103
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	348439	348439	348439	348439
Reference mapped (%)	414.16	414.16	414.16	414.16
# reference properly paired	346878	346878	346878	346878
Reference properly paired (%)	412.31	412.31	412.31	412.31
# reference singletons	1561	1561	1561	1561
Reference singletons (%)	1.86	1.86	1.86	1.86
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10096	10096	10096	10096
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
