Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8610	8601	8535	8604
Total length (>= 1000 bp)	8610	8601	8535	8604
Total length (>= 5000 bp)	8610	8601	8535	8604
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8610	8601	8535	8604
Total length	8610	8601	8535	8604
Reference length	8637	8637	8637	8637
GC (%)	40.39	40.31	40.30	40.77
Reference GC (%)	40.33	40.33	40.33	40.33
N50	8610	8601	8535	8604
NG50	8610	8601	8535	8604
N75	8610	8601	8535	8604
NG75	8610	8601	8535	8604
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	98.21	98.88	82.76	87.44
Reference mapped (%)	98.88	98.88	98.88	98.88
Properly paired (%)	96.66	97.75	65.93	77.14
Reference properly paired (%)	97.75	97.75	97.75	97.75
Avg. coverage depth	498	504	417	440
Reference avg. coverage depth	503	503	503	503
Coverage >= 1x (%)	100.0	100.0	90.36	99.52
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	89.693	98.744
Duplication ratio	1.002	1.001	1.107	1.014
# N's per 100 kbp	0.00	0.00	11599.30	0.00
# mismatches per 100 kbp	58.17	116.33	1258.11	2674.36
# indels per 100 kbp	244.30	127.97	155.64	577.29
Largest alignment	8591	8601	7712	8497
Total aligned length	8591	8601	7712	8497
NA50	8591	8601	7712	8497
NGA50	8591	8601	7712	8497
NA75	8591	8601	7712	8497
NGA75	8591	8601	7712	8497
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
