Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	380000	380000	380000	380000
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
# mapped	358872	205831	61713	85258
Mapped (%)	94.44	54.17	16.24	22.44
# properly paired	343796	150698	27106	37848
Properly paired (%)	90.47	39.66	7.13	9.96
# singletons	15076	55133	34607	47410
Singletons (%)	3.97	14.51	9.11	12.48
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10261	5777	4912	2353
Coverage >= 1x (%)	100.0	66.05	59.26	59.99
Coverage >= 5x (%)	100.0	65.62	59.26	56.83
Coverage >= 10x (%)	100.0	65.57	59.26	56.61
# reference mapped	358872	358872	358872	358872
Reference mapped (%)	94.44	94.44	94.44	94.44
# reference properly paired	343796	343796	343796	343796
Reference properly paired (%)	90.47	90.47	90.47	90.47
# reference singletons	15076	15076	15076	15076
Reference singletons (%)	3.97	3.97	3.97	3.97
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10246	10246	10246	10246
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
