Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	345346	343658	333489	311999
Mapped (%)	98.67	98.19	95.28	89.14
# properly paired	340692	337316	316978	282240
Properly paired (%)	97.34	96.38	90.57	80.64
# singletons	4654	6342	16511	29759
Singletons (%)	1.33	1.81	4.72	8.5
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10013	9954	9612	8925
Coverage >= 1x (%)	100.0	100.0	98.05	99.71
Coverage >= 5x (%)	100.0	100.0	98.05	99.71
Coverage >= 10x (%)	100.0	100.0	98.05	99.3
# reference mapped	345344	345344	345344	345344
Reference mapped (%)	98.67	98.67	98.67	98.67
# reference properly paired	340688	340688	340688	340688
Reference properly paired (%)	97.34	97.34	97.34	97.34
# reference singletons	4656	4656	4656	4656
Reference singletons (%)	1.33	1.33	1.33	1.33
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10005	10005	10005	10005
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
