Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
# mapped	348525	348525	348525	348525
Mapped (%)	99.58	99.58	99.58	99.58
# properly paired	347050	347050	347050	347050
Properly paired (%)	99.16	99.16	99.16	99.16
# singletons	1475	1475	1475	1475
Singletons (%)	0.42	0.42	0.42	0.42
# misjoint mates	0	0	0	0
Misjoint mates (%)	0.0	0.0	0.0	0.0
Avg. coverage depth	10108	10108	10109	10100
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Coverage >= 5x (%)	100.0	100.0	100.0	100.0
Coverage >= 10x (%)	100.0	100.0	100.0	100.0
# reference mapped	348525	348525	348525	348525
Reference mapped (%)	99.58	99.58	99.58	99.58
# reference properly paired	347050	347050	347050	347050
Reference properly paired (%)	99.16	99.16	99.16	99.16
# reference singletons	1475	1475	1475	1475
Reference singletons (%)	0.42	0.42	0.42	0.42
# reference misjoint mates	0	0	0	0
Reference misjoint mates (%)	0.0	0.0	0.0	0.0
Reference avg. coverage depth	10087	10087	10087	10087
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 5x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 10x (%)	100.0	100.0	100.0	100.0
